complete_name	year_established	core_area_ha	buffer_area_ha
Rawis Reef Marine Sanctuary	2009	48	0
Bakong Ibaba Fish Sanctuary	2001	48	0
Puntod Ilis Fish Sanctuary (Babuyan)	2003	48	0
Budiong FS	2000	48	0
Bulanit Marine Protected Area	2006	48	0
San Pedro Marine Protected Area	2005	48	95
Panacalan MPA	2002	48.59	0
Cagban Marine Fish Sanctuary	2002	48.77	0
Brgy. Cogon Punta Biao Fish Sanctuary	2004	49	0
Bato Tabao Coral Reef Fishery Refuge and Sanctuary	2011	49	0
St. John the Baptist Fish Sanctuary	2010	49.38	0
Brgy Lumaniag Marine Protected Area	2011	49.92	0
Baler Marine Protected Area	2006	50	50
Julien's Wreck Marine Reserve and Sanctuary	2013	50	0
Catmon Marine Protected Area	2000	50	0
Putingbuhangin Marine Protected Area	2000	50	0
Catmon Mangrove Protected Area	2000	50	0
Imelda Mangrove Protected Area	2000	50	0
Hagonoy Fish Sanctuary	1998	50	0
Bolinao Reefs and Santiago/Silaqui Is. Marine Park/Reserve	0	50	0
Catanauan Fish Sanctuary	0	50	0
Tuban-Tagabuli Fish Sanctuary	2005	50	0
Triton Island Fish Sanctuary	1996	50	0
Eastern Cabul-an Marine Sanctuary	2002	50	0
Banacon Island Marine Sanctuary	2002	50	0
Prape Fish Sanctuary	1993	50	0
Libaong (Handumon) Marine Sanctuary	1995	50	0
La Fraternidad Tubay Fish Sanctuary	0	50	0
Anajao Island Fish Sanctuary	1994	50	0
Olotayan Island Marine Sanctuary	2002	50	182
Artificial Reef, Fish Reservoir & Reforestation	0	50	0
Mayao Castillo Fish Sanctuary	2003	50	0
Arew and San Isidro Marine Sanctuary	0	50	0
Layangan Fish Sanctuary	0	50	0
Malalag Fish Sanctuary	1993	50	0
Waling-waling Fish Sanctuary	0	50	0
Buburay Marine Protected Area	2005	50	0
Sayucao Fish Sanctuary	0	50	0
Western Cabul-an Marine Sanctuary	2000	50	0
Kapigtaan Masao Fish Sanctuary	0	50	0
Dimalooc Cove Fish Sanctuary	0	50	0
Sitio Magom Macambol Mati Fish Sanctuary	0	50	0
Nagolon Island Fish Sanctuary	1997	50	0
Puntod Reef MPA	2004	50	0
Seco Island Marine Sanctuary	1993	50	0
Estaca Mangrove/Fish Sanctuary	0	50	0
Balasinon Fish Sanctuary	1997	50	0
Liangan Cove Fish Sanctuary	1993	50	0
Agay-ayan and Caloco Marine Sanctuaries	2006	50	48
Asinan Fish Sanctuary	2000	50	0
Batulaki Marine Protected Area	2000	50.64	0
Palo Fish Sanctuary	2001	51	0
Brgy. Tuban Marine Protected Areas	2007	51.5	0
Buenavista Community Marine Protected Area	2013	51.521	92.161
San Isidro Marine Sanctuary	2003	51.56	0
Canticlan Island (Pearl Island) Guiuan	1998	52	1
Aguining Fish Sanctuary	1993	52	0
Siete Pecados Marine Park	2005	52	0
Batu-Batu-Kulape MPA	2005	52.33	0
Sebaste Shoal Marine Sanctuary	2000	52.43	1
Matabao Marine Sanctuary	2011	52.6	15
Matabao Fish Sanctuary	2011	52.6	0
Manda Island Marine Protected Area	2007	52.61	0
Cutad - Pico de Loro Marine Reserve	2009	52.62	0
Apalan Marine Reserve & Fish Sanctuary	2000	53	0
Kayreyna Marine Protected Area	2015	53.057	0
Tuka Marine Park, Reserve and Sanctuary	2006	53.305	0
Pilar Island Fish Sanctuary No. 1	0	54	0
Capinahan Marine Sanctuary	2014	54.01	0
Mitri Community-Managed Marine Area	2009	54.6	0
Bonbon Marine Sanctuary	2013	54.7	0
Pagudpud (Pimmaga) Fish Sanctuary	2008	54.86	0
Sta. Cruz Community Marine Reserve	2008	55.128	139.78
Tigao Fish Sanctuary	1996	55.31	0
Oroquieta City Marine Sanctuary	1999	56	0
Barangay Dolores Marine Fish Haven	2014	56.51	0
Carabao Island Fish Sanctuary	2015	56.8	0
Dibutunan Marine Protected Area	2006	57.71	0
Lanuza Marine Park and Sanctuary	2002	58	0
Dao Dao Island Marine Protected Area	2007	58	0
Mahanay Marine Sanctuary	1997	59	0
Naic Fish Sanctuary	2003	59.3	0
Tu-balan Cove	2003	60	0
Lapinig Island Fish Sanctuary	1986	60	0
Kalaparan Coral Reef Protected Area	2002	60	0
Bolinao Seagrass Reserve	2007	60	0
Bagsak, Central Fish Sanctuary	0	60	0
Pandan Grande Sanctuary	2008	60	0
Calatagan Pyramid Artificial Reef Marine Protected Area	2000	60.03	0
Pasadena Community-Managed Marine Area	2008	60.6	0
Song of the Sea Fish Sanctuary	2013	60.61	0
Corong-Corong Reef Fish Sanctuary	2010	60.9	0
Roseller T. Lim Marine Protected Area	2006	62	50
Municipal Fishery Reserve and Sanctuary of Tigaon	2010	62.2	0
San Jose Artificial Reef Project	0	63	0
Buluan Island Marine Sanctuary	2006	63.16	20
Kaeyoy Marine Protected Area	2002	63.2	0
Loyola Fish Sanctuary	1999	63.5	0
Maloong Canal Shoal MPA	2007	64	144
Bintuan Sangat Marine Park	2004	64	0
Bani Marine Protected Area	2006	64.43	0
Pandan No Take Zone	2007	64.5	0
Campomanes-Ballo Marine Reserve and Sanctuary	2013	66	1
Palm Reef Marine Reserve and Sanctuary	2003	66	0
Burgos Reef Sanctuary	2008	67.68	0
Sta. Cruz Seagrass Sanctuary	2003	67.72	0
Lagasan-Pababag Marine Protected Area	2005	68.79	0
Villahermosa Marine Sanctuary	2004	69.3	0
Dapdap Esperanza Marine Sanctuary and Mangrove Reserve	2012	70	0
Lacson Reef Marine Sanctuary	2007	70	0
Adlay Marine Protected Area	2006	70	0
San Juan (Pagpisotan) Fish Sanctuary	1997	70	0
Misom Sanctuary	0	70	0
Carrascal Marine Protected Area	1999	70	0
Shellfish Reservation Zone	2002	70	0
Lumbal Fish Sanctuary	0	70	0
Badiang Fish Sanctuary	1999	70	0
Ipil Marine Reserve Area/ Fish Sanctuary	2005	70.2	0
Atulayan Bay Fish Sanctuary and Marine Reserve (Site I)	1993	70.36	72.28
Pangyan Marine Protected Area	2000	70.41	0
Tres Marias Marine Sanctuary	2007	70.8	0
Caretunan-Quilitisan Joint MPA	2000	71	0
Humay-humay Marine Sanctuary	0	71.2	0
Bilang-Bilangan West (Daku)	2000	71.9	0
Atulayan Island Fish Sanctuary (Site II)	1993	72	0
Baruarte-Bataan-Nagsaulay-Subukin Mangrove Protected Area	2000	73	0
Ticalan Marine Protected Area	2000	73	0
Badung-Badung Island Marabut (Western) Fish Sanctuary	0	73	0
Parunponon Island Fish Sanctuary (Manalo)	2000	74	0
Badung-badong Fish Sanctuary	1992	74	0
Atop-Atop Marine Sanctuary	1996	74.22	0
Looc Fish Sanctuary	2009	74.4	0
Macrohon - Santa Cruz Marine Park Bird and Fish Sanctuary	1996	74.96	37.32
Calucub 1st Marine Protected Area	2000	75	0
Lorong Panay Fish Sanctuary	0	75	0
Danan Fish Sanctuary	0	75	0
Lunib Fish Sanctuary	0	75	0
Dimataling Municipal Marine Protected Area	2006	75	0
Burgos Bird and Fish Sanctuary	1998	75.6	0
Dabong Island Fish Sanctuary	2005	75.622	0
Banilad Fish Sanctuary	2011	76	0
Buloc-buloc Cove Marine Protected Area	2016	77	0
San Miguel Marine Protected Area	2003	77	622
Pandan Piqueno Sanctuary	2008	78	0
Cawili Bird and Marine Sanctuary	2004	78.81	0
Abung Marine Protected Area	2006	80	0
Mahabang Buhangin Cove Fish Sanctuary and Refuge	2011	80	486.2
Discovery Reef	2008	80	0
Brgy. Rizal Marine Protected Area	2007	80	1333
Agsalin Fish Sanctuary	2004	80.13	0
Tambong Fishery Reserve	2013	80.4	0
Gasan Community Marine Reserve	1997	82	1739
Gaas Bay Marine Protected Area	2005	82	0
Dalipe Point/ Bintanang Bato	2008	82	0
Palaypay Cove Fish Sanctuary	2006	82.79	0
Nalasuan Island Marine Sanctuary	2002	83.12	0
Borongan Fish Sanctuary	1997	84	0
Jordan Municipal Marine Reserve and Sanctuary for All Marine Life including  Sea Turtles	1997	84.9	0
Nabangka Fish Sanctuary	2001	85	0
Pagadian City Marine Protected Area 2 (Lalas)	2008	85.44	0
Donsol Marine Conservation Park	2007	86	227
Tibu- Tabu Marine Protected Area	2006	87	0
Tubig Kuppiya Marine Protected Area	2006	87.42	0
Uson-Bariis Marine Sanctuary	2006	87.9004	0
Ormoc Bay	0	87.93	0
Pagadian City Marine Protected Area 1	2001	88	0
Culasian Fish Sanctuary	1991	88.5	0
Tamauyan Reef Fish Sanctuary	2006	89.37089376	0
Teneguiban Fish Sanctuary	2007	91.6	0
Brgy. Ermita Marine Protected Area	2005	96	39
Dansulao Marine Protected Area	2004	98	14
Monching Siay Artificial Coral Reef	0	100	0
Nasidman Islan Sanctuary	2004	100	0
Tanza Artificial Reef Project	0	100	0
Brgy. Biasong Mangrove Protection and Rehabilitation and Fish Sanc. (prop)	0	100	0
Caraga Fish Sanctuary	2002	100	0
Paradang Goma, Pulong Bato Fish Sanctuary	2003	100	0
Pulo-Pina MPA	2005	100	0
Mapanas Bay Marine Resource Dev't Project	0	100	0
Ginasian Daku Island Fish Sanctuary	2004	100	0
Looc Marine Reserve	2006	100	0
Sumalig, Tambulig Fish Sanctuary	0	100	0
Ginasian Diutay Island Fish Sanctuary	2004	100	0
Maguiring and Sogod Fish Sanctuary	0	100	0
Maculay Fish Sanctuary	1998	100	0
Murcielagos Island Protected Landscape and Seascape	2000	100	151
Tan-Luc Marine Protected Area	2012	100	0
Kalampisaw at Elet Marine Sanctuary	2004	102.23	0
Danjugan Island Marine Reserve and Sanctuaries	2000	102.4	0
Aquino-Ondoy Marine Fish Sanctuary and Fishery Reserve	2004	102.85	0
Tambunan Marine Sanctuary	2002	103	0
Tambunan Marine Protected Area	2003	103.5	0
Receiving Reef	2008	103.58	0
Taracan Marine Protected Area	2000	104	0
Lipata II Marine Protected Area	2008	104.2	0
Dinas Marine Protected Area	2000	106	0
Caalan Marine Protected Area	2008	107.1	0
Caalan Community-Managed Marine Area	2008	107.1	0
Salong-Calero Seagrass and Corals Marine Protected Area	2016	107.6	0
Sogod Bay	0	108	0
Sagrada-Bogtong Marine Protected Area	2006	109	392
Naro Mangrove Wilderness Area	2000	109.98	0
Matungao Fish Sanctuary	0	110	0
Awasan Fish Sanctuary (Awasan Reef)	2001	112	0
Capoocan Fish Sanctuary	1991	112.2	0
Laiya Ibabao Seascape NTZ	2006	113	0
Pilar Marine Fish Sanctuary	2013	114	0
Casintan Marine Protected Area	1999	115.83	1
Talaga ""Leek"" and Manukan Island  Marine Sanctuary	2004	116.76	0
Subic Municipal MPA	2011	118	96
Berong Marine Protected Area	0	118.2	6083.59
San Antonio & Salingogon Fish Sanctuary	2000	119	0
Corong-Corong Community-Managed Marine Area (Depeldet Is)	2009	119	0
Lupakon and Bilangbilang Reefs Marine Sanctuary	1998	120	1
Taglawigan Fish Sanctuary	0	120	0
Malipot Rawis Lagbak Marine Reserve and Fish Sanctuary	1997	120	0
Bacon Marine Reserve	1999	120	0
Limbayan Biruar Marine Turtle and Coral Reef Sanctuary	0	120.2	0
Malabungot Protected Landscape and Seascape/ Lamit Island Mangrove Swamp and Forest Reserve	2000	120.62	0
Ogtok Fish Sanctuary & Marine Reserve	1997	121	0
Port Barton Marine Park	1998	123	7482
Sinabacan-Malimanga Marine Protected Area	2003	124	142
Tandu Balasan Marine Protected Area	2004	124	0
Bugor Sand Marine Protected Area	2005	125	0
San Pablo de Bauan MPA and Fishery Reserve	2009	125.38	0
San Salvador Marine Sanctuary	1989	127	0
Nagbandera and Dawawow Reefs Marine Sanctuaries	2007	127	0
Agojo Point Fish Sanctuary	1993	127	0
Maomawan Fish Sanctuary	1997	127.9	0
Mapagba Fish Sanctuary (Burias Reef)	1997	131	0
Casao Marine Reserve	1995	133.98	0
Bahurang Aurora Fishery Reserve	2010	136	0
Maragakdak No Take Zone	2007	137.5	0
Parola Reef	2008	137.51	0
Matnog Marine Reserve Fish Sanctuary	2005	138	0
Imelda Marine Reserve	2006	138	0
Bugtongbato Marine Fish Sanctuary and Fishery Reserve	2013	138.21	0
Lagas Island Marine Sanctuary	2001	140	0
Sampotan Islet Marine Protected Area	2005	140.65	0
Lukpan MPA (Malamawi Island)	0	142	0
Municipal Fish Sanctuary	2003	142.489	0
Caranan Fish Sanctuary	1993	144	0
Binoclutan-Porac-Panan Marine Protected Area	2011	148	108
Ivisan Marine Sanctuary and Forest Reserve	2014	149.318	0
Cinco Marine Protected Area & Fish Sanctuary	2005	150	0
Mabini FS	2001	150	0
Pitogo Bay Pandanan Seaweeds Municipal Nursery	0	150	0
Baco Marine Protected Area	2015	152.53	0
Brgy. Carlagan Fish Sanctuary	2007	153.1	0
Abra de Ilog Fish Sanctuary	2007	154.47	0
Municipal Fish Sanctuary & Marine Reserve	2010	155	1
Lucban-Macalog Reef MPA	2007	155	125
Sanipaan Marine Park	2008	158	0
Brgy. Caramay Marine Protected Area (BCMPA)	2004	158	1281
Island Garden City Marine Protected Areas	2010	158	0
Barotac Mangrove Reserve & Aquatic Wildlife Sanctuary	1999	160	0
Militar - Sto. Nino - Sugod -Tagulo Marine Protected Area	2003	160	0
Maasin Fish Sanctuary	2005	163.439	0
Alfonso XIII-Tabon-Panitian Marine Protected Area	2012	164.5	664.5
Ilin Strait Mariculture Park/ Zone	2008	165.03	0
Corregidor Fish Sanctuary	0	170	0
Mambuquiao Fish Sanctuary and Fishery Reserve	2001	170.5	0
Tabang Cove Marine Sanctuary	2007	174.27	0
Idarag Creek to Red Rock	2008	177.76	0
Balatasan Fish Sanctuary	1999	178.98	0
Pilar Municipal Marine Park	2005	179.21	0
Kaniki-Katuldan Marine Sanctuary	2005	179.733	0
Las Piñas–Parañaque Critical Habitat and Ecotourism Area	2007	181.63	0
Talisay Marine Fish Sanctuary	2010	185.6972	0
Ngolos Marine Protected Area	2016	187	0
Avila Marine Sanctuary	2014	189.8	0
Laiya Aplaya Submarine Garden Marine Reserve	2006	192	0
Torrijos Community Marine Reserve	1998	195	345
Sorsogon Bay	0	199	0
Masinloc Marine Protected Area Network	2008	199	0
Pandan, Matabao, and Panaytayon Marine Sanctuary	1999	200	0
Looc Bay Fishing Free Zone	0	200	0
San Juan Fishing Free Zone	0	200	0
Brgy. Ando, Libuton, Maypangdan , Tabusan, San Saturnino MS	0	200	0
Calauag Bay	0	200	0
San Vicente Fish Sanctuary and Artificial Reef	0	200	0
Takot Patumbok Marine Protected Area	2004	200	24
Villa Milagrosa Fish Sanctuary	1993	200	0
San Miguel Island Marine Fishery Reserve	1998	203.2	0
Aberawan Community-Managed Mangrove & Marine Area	2007	203.91	0
Aramaywan Fish Santuary	2005	204.631	114.069
Mangal Marine Protected Area	2014	206	0
Batasan Marine Sanctuary	1999	209.93	0
Lumislis Fish Sanctuary	1989	210	0
Islands of Catiil, Colangaman, Lomislis, Tangangdio, Tintiman and the Islet of Pamasuan	0	210	0
Sagrada-Bogtong, Concepcion Marine Reserve	2006	214	357
Minantaw Marine Park and Sanctuary	2008	214.6	0
Tabuc Island Marine Park and Bird Sanctury	1996	222	0
Brgy. Sagurong San Miguel Island Marine Fishery Reserve	1998	225	0
Charles Islet Fish Sanctuary	2007	225	0
Tinangisan Island (Ticlin Reef)	2010	236.15	0
Maasin City Marine Reserve	2015	236.28	0
Digisit-Puntian Marine Sanctuary	2006	242.6	0
Sta. Elena Fish Sanctary	2009	244	1
Bongasalay Natural Park	2000	244.721	0
Sinandigan Marine Sanctuary	2004	245.38	0
Talabong Mangrove Forest	1986	250	0
Buntod Reef Marine Sanctuary	2002	250	1
Manyukos Island Marine Sanctuary	2003	254.17	0
Chicken Island Marine Sanctuary	2007	259	0
Hermana Menor Marine sanctuary	2003	265.9	134.1
Dibut Bay Marine Protected Area	1999	270	0
Sitio Mangihay, Bobon, Dahican Fish Sanctuary	0	279.5	0
Manlag Community-Managed Mangrove Forest	1981	289.97	0
San Pedro Bay	0	295	0
Baliangao Protected Landscape and Seascape	1992	295	0
San Pedro, Sta. Ana, Taopoli Mangrove Preservation	0	300	0
Balatasan Cove Tourist Zone & Marine Reserve	1978	300	0
Matara Reef Marine Protected Area	2007	300	0
Moring Reef Brgy. Punta Sulong Marine Sanctuary	0	300	0
Sibaltan Community Managed Marine Area / Mangrove Area	2009	300.64	0
Tumalintinan Point MPA	1999	303.49	0
Sabang Fish Sanctuary	1997	312	0
Villa Paz Community-Managed Marine Area	2009	313.74	0
Toyo Reef Fish Sanctuary	1994	314	0
San Jose Marine Protected Area	1999	318.14	0
Pinagbayanan Mangrove Protected Area	2006	323	0
Bahurang Malapad (Lubang) Fishery Reserve	2010	325.388349	0
Perez Fish Sancturary	1991	330	0
Pinagsakayan Fish Sanctuary	1991	330	0
Mabini Community-Managed Marine Area	2009	338.73	0
Bantayan Integrated Marine Park and Sanctuary	0	345	0
Caohagan Island Fish Sanctuary	2002	345	0
Butag Bay Fish Sanctuary and Marine Reserve	1999	350	1
Pulong Agta Fish Sanctuary	0	350	0
Nusa and Bonbon Island Marine Sanctuary	2004	351.34	0
Tucamaror Tridacna and Coral Reef Sanctuary	0	360.4	0
Pamanculan Fish Sanctuary	2014	362.73	0
Tangalan Fish Sanctuary and Fishery Reserve	2003	375	0
Panglao Island Protected Seascape	2003	385.67	0
San Antonio Bay Marine Protected Area	2018	391.79	0
Puntod Sebaste Shoal Marine Protected Area	1998	393.875	0
San Juan - Macatel MPA	1999	402.1	0
Municipal Fish Sanctuary and Reserve	2002	404	0
Lasang-Bunawan MPA	2007	415	0
Paracale Fish Sanctuary and Marine Reserve	2001	420	0
Alibijaban Island Wilderness Area	0	430	0
Hinatuan Bay Marine Protected Area	1999	440.41	0
Tapel Marine Protected Area	2010	444.27	0
Malinao Fish Sanctuary	2004	450	1
Igat Island, Tulapok, Tiguian, Digon Municipal Fish Sanctuary (included in Dumanquillas Bay)	0	500	0
Abucay Fish Sanctuary	0	500	0
Macaca Reef Marine Protected Area	1997	500	0
Brgy. Cansangaya and Brgy. Rawis Fish Sanctuary and Artificial Reef (prop)	0	500	0
Bahurang Bulacan Fishery Reserve	2010	500.0027158	0
Balisungan Marine Protected Area	2006	542.28	0
Quinlogan and Calumpang Marine Protected Area	2012	575.86	5383.64
Quinlogan and Calumpang Marine Protected Area	2012	575.86	0
Panagatan Island Marine Turtle Sanctuary	1975	600	0
Kumanabang Marine Protected Area	2011	628.4	0
San Isidro Fish Sanctuary	0	647.5	0
New Ibajay Community-Managed Marine and Mangrove Area	2009	661.1	0
Malumawan Fish Sanctuary	0	684	0
Apo Island Protected Landscape and Seascape	1994	691.4	0
Apo Island Marine Reserve	1982	691.45	0
Bahurang Malapad (Looc) Fishery Reserve	2010	724.605937	0
Maglipay Fish Sanctuary	0	777	0
Pananggalon Marine Sanctuary	2006	800.17	0
Sulangan Marine Protected Area	2016	831.8	0
Campalabo-San Isidro-Tinangisan Marine Protected  Area	2010	847	0
Jolo (Kapaetan Reef)	2003	851.18	0
Bangaan Island Marine Sanctuary	2004	880	0
Panay Fishery Marine Reserve	2003	900	0
Taggat Norte Marine Protected Area	2011	903.08	0
Hirapsan-Palihon Marine Fish Sanctuary	2003	907	0
Tinitian (Kamaleguen Reef)	2013	935	0
Selinog Island Protected Landscape and Seascape	2000	960.265	1294.35
San Miguel MPA	2013	992	0
Sibutad	0	1000	0
Cansaga Bay	0	1000	0
Bahurang 8 Fishery Reserve	2010	1000	0
Butong-Pandan Fishery Reserve	2010	1019.016868	0
Olango Island Wildlife Sanctuary	1978	1030	0
Magsidel-Centro Marine Protected Area	2011	1049.49	0
Cabra Island Fishery Reserve	2010	1095.808335	0
Taklong Island National Marine Reserve (TINMAR)	1990	1143.45	0
Lubang and Looc No Take Zone	2010	1149.52	0
Alburquerque-Loay-Loboc Protected Landscape and Seascape	2000	1164.16	0
Aliguay Island Protected Landscape and Seascape	1999	1187.51	1191.89
Paril-Sangay Marine Sanctuaries	2003	1200	0
Initao Protected Landscape and Seascape	1994	1300.78	800.45
Bahurang 7 Fishery Reserve	2010	1320.551753	0
Escalante Bay Marine Sanctuary	2003	1323.543	0
Bahurang Vigo Fishery Reserve	2010	1349.998742	0
Talisay Marine Reserve Area/ Marine Fishery Reserve	2000	1416.68	1
Camotes Island Protected Landscape and Seascape	2018	1436.98	0
Bacolod City Marine Protected Areas	0	1500	0
Tabango Bay Fish Sanctuary	0	1500	0
Marine Fishery Reserve( Calalay Island)	2005	1566	1
Agfa Point Coastal Resource Mgt.	0	1660	0
Looc Marine Park	2010	1749.673798	0
Great and Little Sta. Cruz Islands Protected Landscape and Seascape	2000	1877	1548
Hundred Islands National Park	1940	1884	0
Lubang Marine Park	2010	1901.656063	0
Sapenitan Siruma Fish Sanctuary	1994	1932	0
Rasa Island Wildlife Sanctuary	2005	1983.72	0
Sinandigan Marine Sanctuary	1994	1989.4	0
Vinzon's Fish Sanctuary and Marine Reserve	2001	2068.76	0
Agkawayan/Ambil Pass Fishery Reserve	2010	2167.267753	0
Ambulong Strait Mariculture Park/Zone	2008	2763	0
Bulalacao Marine Protected Area	2014	3468.34	0
Puerto Galera Fish Sanctuary	2006	4828	1
Puerto Galera MPA's/Dive Sites	2005	4828	0
Talibon Group of Islands Protected Landscape	1998	6456.87	0
Seven Line MPA	2016	6598	0
Palaui Island Protected Landscape and Seascape	1994	7415	0
St. Paul Bay Marine Reserve	2006	7455	0
Masinloc and Oyon Bay Marine Reserve	1993	7568	0
Mabini Protected Landscape and Seascape	2000	7645.93	0
Sapian Bay Marine Sanctuary	0	8000	0
Agoo-Damortis Protected Landscape and Seascape	1992	10513.3	135.64
Cuatros Islas Protected Landscape and Seascape	2000	12500	0
Penablanca Protected Landscape and Seascape	2003	15563	0
Apo Reef Natural Park	1996	15792	11677
Turtle Bay and Binunsalian Bay Marine Sanctuary	1992	16185	0
Puerto Princesa Subterranean River National Park	1971	16449	0
Pujada Bay Protected Landscape and Seascape	1994	21200	0
San Antonio Bay Marine Protected Area	2014	23345.21	1331
Dumanquillas Bay Protected Landscape and Seascape	1999	25948	3714.98
Sagay Marine Reserve	1995	32000	0
Biri-Larosa PLS (Biri, Lavesarez, Rosario & San Jose)	2000	33492	0
Philippine Rise Marine Resource Reserve	2018	49684	352390
El Nido-Taytay Managed Resource and Protected Area	1998	54303	0
Guiuan Protected Landscape and Seascape	1978	60448	0
Northern Sierra Madre National Park	1997	71652	0
Aborlan Marine Protected Area	2016	79910	0
Tubbataha Reefs Natural Park	1988	97030	349509
Batanes Protected Landscape and Seascape	1992	193255	0
Malampaya Sound Protected Landscape and Seascape	1978	200115	0
Sarangani Bay Protected Seascape	1996	215950	0
Siargao Protected Landscape and Seascape	1996	216913	0
Turtle Islands Wildlife Sanctuary	1999	242967	0
Ticao Burias Pass Protected Seascape	2018	414244	0
Tañon Strait Protected Landscape and Seascape	1998	534589.05	0
Cagayancillo Coastal Marine Area	2016	1013340	0
